TDEP,Cons,CAL,GR,LLD,LLS,RHOB,NPHI,PEF,DT,PHIF  (%),PHIf
2548.625,1,0.889,106.523,264.6303,138.0707,2.67,0.023,2.839,53.4651,0.0158,0.0002
2548.75,1,0.858,106.955,256.629,142.3618,2.681,0.014,3.005,52.4246,0.0062,0.0001
2548.875,1,1.694,106.838,237.1358,139.9322,2.669,0.039,3.195,54.6391,0.0318,0.0003
2549,1,2.042,104.703,233.3771,137.5035,2.694,0.043,3.429,54.6012,0.0208,0.0002
2549.125,1,1.566,104.078,140.9406,81.6922,2.672,0.035,3.3405,54.5539,0.0255,0.0003
2549.25,1,1.09,100.441,46.9712,27.6282,2.65,0.027,3.252,54.5066,0.0307,0.0003
2549.375,1,0.664,97.483,65.285,35.3629,2.673,0.039,2.979,54.8529,0.0291,0.0003
2549.5,1,0.672,92.3553,443.9012,156.5631,2.647,0.044,2.963,55.7016,0.0562,0.0006
2549.625,1,0.672,85.9196,227.679,134.9283,2.63,0.102,2.938,56.5413,0.2236,0.0022
2549.75,1,0.664,78.5083,112.5294,85.9468,2.658,0.143,3.143,57.7416,0.315,0.0032
2549.875,1,0.668,75.5306,110.9857,84.9519,2.657,0.149,3.1905,57.977,0.3424,0.0034
2550,1,0.672,76.125,109.4415,83.9568,2.656,0.155,3.238,58.2123,0.3709,0.0037
2550.125,1,0.672,76.0643,100.7609,80.8113,2.622,0.141,2.988,58.2018,0.3974,0.004
2550.25,1,0.687,75.6513,133.6838,103.2524,2.661,0.173,2.881,58.8289,0.4408,0.0044
2550.375,1,0.695,73.011,132.4449,100.3614,2.666,0.163,3.155,59.2222,0.3805,0.0038
2550.5,1,0.695,70.4115,131.3488,99.5169,2.6685,0.168,3.2065,59.2446,0.3965,0.004
2550.625,1,0.695,66.5305,130.2526,98.6724,2.671,0.173,3.258,59.267,0.4129,0.0041
2550.75,1,0.672,65.0705,159.6911,116.1078,2.653,0.165,3.256,59.8742,0.4249,0.0042
2550.875,1,0.656,61.923,362.1574,196.5084,2.637,0.149,3.302,59.3016,0.3939,0.0039
2551,1,0.649,63.861,511.0096,235.3644,2.638,0.109,3.188,58.6994,0.2315,0.0023
2551.125,1,0.637,68.2716,653.0329,273.5833,2.623,0.046,2.821,57.5546,0.0848,0.0008
2551.25,1,0.6315,74.2475,788.004,295.9466,2.631,0.0495,2.707,56.9487,0.0825,0.0008
2551.375,1,0.626,75.0155,922.975,318.2873,2.639,0.053,2.593,56.3428,0.0802,0.0008
2551.5,1,0.626,73.0268,933.2648,312.1789,2.631,0.051,2.667,55.2049,0.0855,0.0009
2551.625,1,0.641,74.7503,1354.2013,368.9856,2.643,0.033,2.617,54.3568,0.0434,0.0004
2551.75,1,0.641,78.3946,1387.387,373.6921,2.633,0.036,2.723,54.4229,0.0565,0.0006
2551.875,1,0.645,80.9671,1255.8923,370.0208,2.623,0.0425,2.7195,54.4098,0.078,0.0008
2552,1,0.649,80.4215,1124.3976,366.359,2.613,0.049,2.716,54.3968,0.1034,0.001
2552.125,1,0.664,83.4315,939.7351,344.527,2.657,0.048,2.858,54.3773,0.0533,0.0005
2552.25,1,0.672,90.4143,1101.7925,358.8341,2.648,0.053,2.953,54.642,0.0704,0.0007
2552.375,1,0.664,99.6226,1223.2197,370.2684,2.616,0.053,2.929,54.1108,0.1085,0.0011
2552.5,1,0.66,103.954,1787.6842,366.0883,2.656,0.046,3.292,54.0798,0.0512,0.0005
2552.625,1,0.66,102.831,1834.8857,385.7718,2.638,0.0395,3.0735,54.0536,0.0574,0.0006
2552.75,1,0.66,98.002,1882.0873,405.4681,2.62,0.033,2.855,54.0275,0.0641,0.0006
2552.875,1,0.687,95.1643,1779.5924,396.5181,2.607,0.026,2.756,53.547,0.0651,0.0007
2553,1,0.68,93.8256,1516.2101,374.6577,2.628,0.024,2.94,53.5619,0.0431,0.0004
2553.125,1,0.672,91.8446,817.2817,288.2905,2.653,0.029,2.956,52.9984,0.031,0.0003
2553.25,1,0.664,89.9143,786.3817,314.7903,2.634,0.036,2.828,53.3712,0.0556,0.0006
2553.375,1,0.66,88.6976,1010.4102,338.0293,2.639,0.037,2.863,53.8241,0.0526,0.0005
2553.5,1,0.656,90.336,1234.4384,361.2461,2.644,0.038,2.898,54.277,0.0497,0.0005
2553.625,1,0.672,88.4816,1794.7504,349.2101,2.605,0.052,2.804,54.0687,0.1212,0.0012
2553.75,1,0.672,90.9606,1742.3799,415.573,2.62,0.05,2.693,54.3652,0.0967,0.001
2553.875,1,0.672,92.2326,2113.3501,399.312,2.619,0.043,2.875,54.3903,0.0835,0.0008
2554,1,0.676,96.8341,1982.4794,391.9599,2.5925,0.0465,2.9065,54.3021,0.1256,0.0013
2554.125,1,0.68,98.2555,1851.6088,384.6057,2.566,0.05,2.938,54.214,0.1773,0.0018
2554.25,1,0.68,100.404,1051.5691,349.2875,2.574,0.038,2.792,53.5516,0.1314,0.0013
2554.375,1,0.707,99.708,1269.2352,333.873,2.618,0.028,2.84,54.0954,0.0577,0.0006
2554.5,1,0.711,96.2146,1213.5123,300.5844,2.668,0.027,2.893,54.4641,0.0201,0.0002
2554.625,1,0.726,93.6896,1147.3159,345.7596,2.637,0.044,3.04,53.5243,0.0659,0.0007
2554.75,1,0.734,91.7468,1185.7694,347.3366,2.646,0.0455,3.0895,53.9297,0.0595,0.0006
2554.875,1,0.742,90.3365,1224.2228,348.9144,2.655,0.047,3.139,54.335,0.0536,0.0005
2555,1,0.711,86.0185,925.4871,315.975,2.653,0.051,3.001,54.2966,0.0619,0.0006
2555.125,1,0.672,88.2553,906.1384,298.7777,2.623,0.038,2.756,53.9804,0.0697,0.0007
2555.25,1,0.672,89.4973,1171.9503,334.0333,2.681,0.042,3.288,53.9123,0.0273,0.0003
2555.375,1,0.666,95.9631,1160.0828,317.6713,2.7045,0.0455,3.568,53.7075,0.0176,0.0002
2555.5,1,0.66,99.7905,1148.2153,301.3081,2.728,0.049,3.848,53.5028,0.0103,0.0001
2555.625,1,0.641,106.516,824.4507,295.0648,2.675,0.047,3.304,53.4205,0.0372,0.0004
2555.75,1,0.633,109.474,934.5881,313.4798,2.671,0.033,2.832,53.5703,0.0241,0.0002
2555.875,1,0.633,120.92,989.9717,326.8504,2.636,0.028,2.784,54.0668,0.0422,0.0004
2556,1,0.656,119.895,976.2125,326.2872,2.602,0.035,2.365,53.4423,0.0874,0.0009
2556.125,1,0.664,116.507,944.6113,317.4904,2.626,0.0305,2.542,53.2433,0.0543,0.0005
2556.25,1,0.672,98.5035,913.0103,308.6865,2.65,0.026,2.719,53.0442,0.0296,0.0003
2556.375,1,0.684,90.3151,798.4009,296.8711,2.658,0.028,2.799,53.286,0.0267,0.0003
2556.5,1,0.695,87.173,742.6898,282.6635,2.638,0.029,2.783,53.2332,0.0419,0.0004
2556.625,1,0.664,87.3073,842.7164,302.4273,2.616,0.04,3.168,53.5358,0.0811,0.0008
2556.75,1,0.668,87.9711,840.1014,299.5888,2.614,0.039,3.0425,53.4803,0.0814,0.0008
2556.875,1,0.672,85.5795,837.4863,296.7492,2.612,0.038,2.917,53.4249,0.0817,0.0008
2557,1,0.672,85.0431,1459.9366,362.3869,2.586,0.034,3.008,53.8068,0.1052,0.0011
2557.125,1,0.707,86.6473,1063.4072,335.6976,2.613,0.041,3.02,54.1292,0.0865,0.0009
2557.25,1,0.718,89.2796,1484.3673,383.5092,2.631,0.04,3.021,54.919,0.065,0.0007
2557.375,1,0.718,89.9986,1031.8628,341.0275,2.623,0.034,2.879,54.6924,0.0628,0.0006
2557.5,1,0.726,89.5395,1105.5735,345.9565,2.6275,0.0285,2.8935,54.7455,0.0499,0.0005
2557.625,1,0.734,89.0145,1179.2843,350.8874,2.632,0.023,2.908,54.7987,0.0386,0.0004
2557.75,1,0.757,89.4941,1373.1882,351.7781,2.619,0.022,2.935,54.0504,0.0477,0.0005
2557.875,1,0.742,85.7863,1236.4651,332.1669,2.63,0.031,3.05,53.0888,0.0515,0.0005
2558,1,0.753,83.4916,1163.9736,343.4908,2.645,0.018,2.922,52.9999,0.0243,0.0002
2558.125,1,0.757,82.0586,1469.5798,355.864,2.641,0.023,2.833,52.6759,0.0322,0.0003
2558.25,1,0.757,83.3279,1235.9141,338.4093,2.654,0.0205,2.8475,52.4465,0.0216,0.0002
2558.375,1,0.757,81.699,1002.2485,320.9454,2.667,0.018,2.862,52.2171,0.0133,0.0001
2558.5,1,0.773,79.4829,992.0668,311.5136,2.677,0.022,2.96,52.7167,0.0121,0.0001
2558.625,1,0.866,80.2936,937.8788,317.7076,2.687,0.028,3.025,52.8635,0.0122,0.0001
2558.75,1,0.982,81.0543,733.6079,291.0569,2.668,0.029,3.062,53.4234,0.0219,0.0002
2558.875,1,0.9895,82.7261,611.3762,267.1481,2.6345,0.0305,2.985,53.5473,0.0469,0.0005
2559,1,0.997,85.3124,489.1443,243.2084,2.601,0.032,2.908,53.6713,0.0826,0.0008
2559.125,1,0.997,89.7498,577.1092,253.1281,2.586,0.03,2.863,54.3661,0.0964,0.001
2559.25,1,1.005,90.4789,592.4443,257.2003,2.598,0.043,2.953,54.2838,0.1097,0.0011
2559.375,1,0.982,89.1379,548.9743,251.5194,2.578,0.045,2.815,54.6726,0.1435,0.0014
2559.5,1,1.02,84.7793,675.202,281.3742,2.579,0.04,3.086,54.6007,0.1291,0.0013
2559.625,1,1.02,81.0826,703.4421,282.4081,2.5725,0.0455,3.064,54.5319,0.1535,0.0015
2559.75,1,1.02,76.4099,731.6821,283.4418,2.566,0.051,3.042,54.4632,0.1803,0.0018
2559.875,1,1.067,74.4959,716.6661,282.1313,2.608,0.031,2.857,54.4602,0.0729,0.0007
2560,1,1.113,76.1553,799.4919,309.5289,2.668,0.037,3.106,54.8689,0.0302,0.0003
2560.125,1,1.136,78.6953,702.1098,283.4907,2.696,0.037,3.43,55.5422,0.0148,0.0001
2560.25,1,1.14,82.2293,640.0705,263.1687,2.683,0.0345,3.1475,55.5658,0.019,0.0002
2560.375,1,1.144,83.8309,578.0312,242.8271,2.67,0.032,2.865,55.5893,0.0237,0.0002
2560.5,1,1.229,83.1759,312.1484,168.8288,2.635,0.049,2.723,56.1659,0.077,0.0008
2560.625,1,1.253,79.0913,173.0953,111.2165,2.601,0.054,2.575,55.4731,0.132,0.0013
2560.75,1,1.253,80.9816,218.1314,128.6718,2.631,0.047,2.8,54.3287,0.0777,0.0008
2560.875,1,1.253,84.0693,351.7019,177.2304,2.648,0.063,2.787,55.2422,0.0896,0.0009
2561,1,1.2875,90.7681,388.3013,187.0053,2.6515,0.0595,2.808,56.7001,0.0786,0.0008
2561.125,1,1.322,91.6734,424.901,196.8003,2.655,0.056,2.829,58.158,0.0685,0.0007
2561.25,1,1.392,96.5098,558.7479,214.0765,2.598,0.038,2.622,58.5983,0.0985,0.001
2561.375,1,1.477,99.8386,585.645,211.3158,2.62,0.045,2.794,58.5068,0.0863,0.0009
2561.5,1,1.543,98.5509,437.8175,178.2104,2.642,0.055,2.777,59.7967,0.0807,0.0008
2561.625,1,1.5835,94.3748,359.3585,160.1304,2.651,0.065,2.8035,60.1854,0.0901,0.0009
2561.75,1,1.624,90.7474,281.7415,141.9874,2.66,0.075,2.83,60.574,0.1002,0.001
2561.875,1,1.787,86.6824,139.0977,99.802,2.625,0.121,2.644,62.1281,0.3042,0.003
2562,1,1.748,82.1223,81.2136,65.6641,2.596,0.16,2.913,63.5079,0.571,0.0057
2562.125,1,1.81,81.4036,62.6022,52.8882,2.67,0.221,3.377,65.2775,0.674,0.0067
2562.25,1,1.915,82.2469,61.9247,51.0982,2.689,0.25,3.503,64.0476,0.7871,0.0079
2562.375,1,1.967,82.2611,63.6205,51.8886,2.6795,0.1915,3.478,63.1358,0.4789,0.0048
2562.5,1,2.019,77.1094,65.315,52.6816,2.67,0.133,3.453,62.224,0.25,0.0025
2562.625,1,2.058,78.0064,100.601,71.9109,2.6,0.074,2.763,61.0039,0.1898,0.0019
2562.75,1,2.096,78.9259,267.1584,122.4588,2.615,0.057,2.828,59.0407,0.1192,0.0012
2562.875,1,2.112,84.8349,295.7934,128.3272,2.605,0.074,2.818,57.7484,0.1809,0.0018
2563,1,2.135,86.9651,300.4176,127.2024,2.603,0.068,2.792,57.2135,0.1667,0.0017
2563.125,1,2.158,90.1334,305.0405,126.0755,2.601,0.062,2.766,56.6786,0.1531,0.0015
2563.25,1,2.213,87.8195,351.5322,132.8757,2.591,0.048,3.017,56.902,0.1316,0.0013
2563.375,1,2.282,87.4706,456.0902,141.4285,2.592,0.062,3.071,57.3345,0.1679,0.0017
2563.5,1,2.344,84.8856,449.89,143.4206,2.58,0.05,3.004,56.7787,0.1539,0.0015
2563.625,1,2.414,87.0019,431.866,138.1578,2.647,0.031,3.117,56.9875,0.0377,0.0004
2563.75,1,2.437,87.3459,496.1549,138.3489,2.6535,0.028,3.14,57.4696,0.0296,0.0003
2563.875,1,2.46,90.1189,560.4441,138.5401,2.66,0.025,3.163,57.9517,0.0226,0.0002
2564,1,2.522,93.3196,599.7657,126.058,2.661,0.031,3.189,57.7348,0.0281,0.0003
2564.125,1,2.623,93.1816,600.6848,119.2749,2.628,0.039,3.109,57.4059,0.0663,0.0007
2564.25,1,2.658,92.8406,501.8724,102.787,2.61,0.035,3.033,55.2464,0.0782,0.0008
2564.375,1,2.669,91.338,450.9121,88.3977,2.612,0.034,2.907,52.8288,0.0741,0.0007
2564.5,1,2.7155,92.9046,488.6965,83.6675,2.614,0.0255,2.883,51.849,0.0575,0.0006
2564.625,1,2.762,94.405,526.4812,78.9213,2.616,0.017,2.859,50.8691,0.0431,0.0004
2564.75,1,3.049,93.854,449.2238,75.3045,2.634,0.027,2.916,53.5938,0.0424,0.0004
2564.875,1,3.413,92.007,224.7526,63.2857,2.67,0.016,2.924,54.2899,0.0108,0.0001
2565,1,3.622,92.6616,77.2987,45.2152,2.66,0.026,2.991,55.9927,0.0235,0.0002
2565.125,1,3.676,92.1356,62.7737,40.4894,2.6445,0.0565,3.002,56.1645,0.0807,0.0008
2565.25,1,3.73,92.1639,48.1125,35.7745,2.629,0.087,3.013,56.3363,0.1778,0.0018
2565.375,1,4.109,92.0256,47.0745,36.3035,2.559,0.111,3.074,65.7568,0.4295,0.0043
2565.5,1,4.295,96.5486,42.6833,34.5098,2.578,0.132,3.042,67.9356,0.4782,0.0048
2565.625,1,4.446,99.9873,39.2481,34.2425,2.547,0.191,2.682,68.7853,0.9533,0.0095
2565.75,1,4.442,100.923,43.6773,34.4209,2.571,0.17,2.801,69.0937,0.7165,0.0072
2565.875,1,4.45,98.102,47.1123,35.2144,2.5545,0.1605,2.769,69.2262,0.7175,0.0072
2566,1,4.458,97.27,50.5356,36.0084,2.538,0.151,2.737,69.3586,0.7184,0.0072
2566.125,1,4.585,100.942,71.8629,42.5973,2.565,0.152,3.08,67.6229,0.6288,0.0063
2566.25,1,4.667,104.21,128.0427,43.2317,2.551,0.12,3.003,67.3457,0.4976,0.005
2566.375,1,4.442,104.726,91.951,39.743,2.563,0.136,2.826,66.7851,0.5452,0.0055
2566.5,1,4.446,99.4406,82.0419,37.1755,2.5415,0.137,2.7335,65.2082,0.6215,0.0062
2566.625,1,4.45,92.932,72.0892,34.613,2.52,0.138,2.641,63.6314,0.703,0.007
2566.75,1,4.411,89.7496,76.6083,34.8836,2.547,0.132,3.042,62.9653,0.5747,0.0057
2566.875,1,4.411,89.922,103.1678,35.1851,2.539,0.095,3.023,62.0572,0.4092,0.0041
2567,1,4.357,90.7063,118.1198,36.6757,2.564,0.08,2.908,60.5479,0.2834,0.0028
2567.125,1,4.272,93.2793,137.7293,38.7466,2.582,0.084,3.067,58.7472,0.2589,0.0026
2567.25,1,4.264,92.702,154.1909,34.5319,2.588,0.0845,3.0865,57.8055,0.2481,0.0025
2567.375,1,4.256,91.717,170.6103,30.3311,2.594,0.085,3.106,56.8638,0.2375,0.0024
2567.5,1,4.295,86.8356,171.5186,31.0977,2.602,0.078,3.058,59.0851,0.1986,0.002
2567.625,1,4.659,84.397,146.6223,29.5734,2.588,0.09,3.005,60.594,0.2681,0.0027
2567.75,1,4.752,86.2163,121.8165,30.3346,2.575,0.125,2.86,63.0195,0.452,0.0045
2567.875,1,4.7905,90.5236,107.1593,28.9354,2.576,0.1325,2.8245,63.2518,0.4867,0.0049
2568,1,4.829,94.7669,92.4384,27.5368,2.577,0.14,2.789,63.4841,0.5227,0.0052
2568.125,1,4.837,97.785,42.4141,22.6135,2.527,0.19,2.763,65.0925,1.0325,0.0103
2568.25,1,4.853,100.11,47.8029,24.2746,2.564,0.178,2.839,65.3378,0.7943,0.0079
2568.375,1,4.837,99.0143,60.6276,26.1403,2.637,0.112,2.593,65.6682,0.244,0.0024
2568.5,1,4.853,95.4323,85.1391,29.3817,2.64,0.104,2.66,65.2431,0.2108,0.0021
2568.625,1,4.8335,93.1075,110.6398,29.9873,2.639,0.0955,2.674,63.9752,0.1858,0.0019
2568.75,1,4.814,94.7685,135.9566,30.5931,2.638,0.087,2.688,62.7072,0.1625,0.0016
2568.875,1,4.829,94.7575,147.2041,30.4403,2.626,0.129,2.679,60.7077,0.3345,0.0033
2569,1,4.837,91.7043,150.1575,30.3798,2.63,0.132,2.864,60.0179,0.3372,0.0034
2569.125,1,4.853,92.3486,159.9848,29.8015,2.64,0.136,2.855,61.1005,0.3295,0.0033
2569.25,1,4.961,91.74,174.7934,30.9208,2.656,0.165,2.887,64.8192,0.4166,0.0042
2569.375,1,4.936,91.456,194.1168,31.2055,2.656,0.1575,2.9525,64.7349,0.3821,0.0038
2569.5,1,4.911,84.757,213.4002,31.4901,2.656,0.15,3.018,64.6506,0.3491,0.0035
2569.625,1,4.934,87.028,250.6964,34.5445,2.565,0.167,3.046,66.6358,0.7197,0.0072
2569.75,1,4.945,89.3033,78.0417,25.2182,2.517,0.167,3.03,66.9234,0.907,0.0091
2569.875,1,5.054,89.9096,117.7237,30.1209,2.568,0.159,2.973,67.5334,0.6599,0.0066
2570,1,5.017,84.4258,138.9086,30.8714,2.582,0.164,2.9875,67.4475,0.6409,0.0064
2570.125,1,4.98,79.2135,160.0064,31.6219,2.596,0.169,3.002,67.3617,0.6222,0.0062
2570.25,1,5.12,73.3138,96.6095,27.6936,2.565,0.164,2.818,67.0561,0.701,0.007
2570.375,1,5.124,72.281,65.8444,27.0587,2.595,0.179,2.752,66.7993,0.6854,0.0069
2570.5,1,4.744,72.4713,154.8603,32.9518,2.615,0.175,3.131,67.0023,0.5929,0.0059
2570.625,1,4.527,78.6836,174.3234,32.9699,2.561,0.192,2.954,66.3167,0.9019,0.009
2570.75,1,4.382,81.9378,154.4573,33.4352,2.537,0.1975,2.9105,66.4088,1.045,0.0105
2570.875,1,4.237,85.8775,134.5237,33.8995,2.513,0.203,2.867,66.5008,1.1989,0.012
2571,1,4.167,89.5865,120.0324,32.8907,2.545,0.198,2.926,64.8397,1.0135,0.0101
2571.125,1,4.032,86.386,210.8485,37.5961,2.538,0.178,2.824,63.8133,0.898,0.009
2571.25,1,3.684,81.409,307.4845,39.2063,2.574,0.133,2.823,63.3168,0.4953,0.005
2571.375,1,3.672,74.8621,329.2082,39.3378,2.5905,0.1515,2.8995,62.9049,0.542,0.0054
2571.5,1,3.66,74.9055,351.2937,39.4694,2.607,0.17,2.976,62.493,0.591,0.0059
2571.625,1,3.598,76.4765,325.3893,36.4375,2.596,0.169,3.124,63.2257,0.6222,0.0062
2571.75,1,3.482,78.0966,314.7307,34.0955,2.587,0.159,3.058,63.3575,0.595,0.006
2571.875,1,3.335,80.3073,288.0496,31.9369,2.582,0.173,3.107,61.1927,0.6952,0.007
2572,1,3.308,81.815,198.8281,26.5183,2.558,0.208,3.443,61.366,1.0315,0.0103
2572.125,1,3.302,81.3286,160.0582,21.2246,2.6315,0.191,3.373,61.0772,0.6295,0.0063
2572.25,1,3.296,78.307,121.0781,15.9308,2.705,0.174,3.303,60.7885,0.3295,0.0033
2572.375,1,3.327,77.5953,184.522,20.3343,2.71,0.157,3.22,60.1935,0.2522,0.0025
2572.5,1,3.064,78.2293,168.4947,18.8225,2.647,0.142,3.199,60.109,0.3375,0.0034
2572.625,1,2.925,81.5316,93.5247,13.8064,2.616,0.159,3.019,56.7153,0.5027,0.005
2572.75,1,3.2155,81.0981,91.3667,13.6977,2.6095,0.1355,2.99,56.0585,0.4058,0.0041
2572.875,1,3.506,79.2055,89.203,14.1707,2.603,0.112,2.961,55.4017,0.3198,0.0032
2573,1,3.366,79.3471,98.5336,13.4006,2.639,0.055,3.125,53.9804,0.0841,0.0008
2573.125,1,3.401,78.084,96.8279,12.1299,2.667,0.071,3.108,53.1334,0.0834,0.0008
2573.25,1,2.499,79.651,86.3936,7.6876,2.676,0.085,3.064,52.7151,0.1016,0.001
2573.375,1,2.089,77.8453,61.9247,3.6165,2.662,0.088,3.001,52.2277,0.1278,0.0013
2573.5,1,1.996,80.417,58.855,3.2844,2.659,0.06,3.0025,52.346,0.0714,0.0007
2573.625,1,1.903,83.131,55.7803,2.9539,2.656,0.032,3.004,52.4643,0.0325,0.0003
2573.75,1,1.589,84.1533,62.0541,3.0836,2.664,0.035,3.01,52.7558,0.0305,0.0003
2573.875,1,1.462,82.8083,235.7156,10.4342,2.652,0.039,3.208,51.8672,0.0444,0.0004
2574,1,1.454,78.1953,712.9935,28.9501,2.656,0.032,3.24,51.9654,0.0325,0.0003
2574.125,1,1.427,76.7808,695.6154,30.3709,2.664,0.0315,3.173,51.9042,0.0267,0.0003
2574.25,1,1.4,77.7115,678.2374,31.7888,2.672,0.031,3.106,51.843,0.0216,0.0002
2574.375,1,1.229,83.3438,707.0689,33.8959,2.675,0.04,3.026,51.4718,0.0289,0.0003
2574.5,1,1.183,86.276,1381.5721,67.7915,2.664,0.026,3.019,52.4436,0.0213,0.0002
2574.625,1,1.16,85.7863,2674.1943,118.3595,2.651,0.029,2.852,52.764,0.0324,0.0003
2574.75,1,1.113,84.442,3622.5581,141.6309,2.674,0.032,2.939,51.7313,0.0214,0.0002
2574.875,1,1.0495,83.1215,3557.3721,130.4415,2.677,0.033,3.072,51.8406,0.0208,0.0002
2575,1,0.986,82.5465,3492.1868,119.2988,2.68,0.034,3.205,51.9499,0.0201,0.0002
2575.125,1,0.951,80.2271,466.2791,23.6186,2.669,0.043,3.106,51.9637,0.0366,0.0004
2575.25,1,0.92,76.6336,31.5684,2.3534,2.692,0.059,3.081,53.1985,0.0398,0.0004
2575.375,1,0.881,77.832,33.4714,2.7663,2.67,0.06,2.981,54.4822,0.0603,0.0006
2575.5,1,0.904,75.9653,34.5081,2.861,2.619,0.06,2.975,54.4337,0.1208,0.0012
2575.625,1,0.9275,77.6858,60.0267,5.8832,2.6235,0.0555,3.0145,53.3838,0.1042,0.001
2575.75,1,0.951,76.9275,85.2137,8.8933,2.628,0.051,3.054,52.334,0.089,0.0009
2575.875,1,1.826,78.8111,104.1788,13.4008,2.623,0.023,3.136,52.2581,0.0458,0.0005
2576,1,1.407,78.491,110.2686,14.6572,2.624,0.045,3.238,53.5265,0.0817,0.0008
2576.125,1,0.974,78.025,111.1359,14.9848,2.607,0.055,3.248,53.3068,0.1257,0.0013
2576.25,1,0.974,79.4478,122.3986,15.6464,2.6235,0.052,3.1685,53.3781,0.0966,0.001
2576.375,1,0.974,83.7605,133.6405,16.3079,2.64,0.049,3.089,53.4493,0.0716,0.0007
2576.5,1,0.966,80.4101,138.5123,16.6513,2.645,0.052,3.192,54.1412,0.0718,0.0007
2576.625,1,0.989,78.8443,118.2702,15.5874,2.647,0.061,2.967,54.489,0.0867,0.0009
2576.75,1,2.329,74.489,118.6027,17.1709,2.671,0.047,2.782,55.9433,0.0402,0.0004
2576.875,1,3.134,75.4496,136.7249,21.3127,2.684,0.062,2.871,56.1088,0.0506,0.0005
2577,1,3.378,73.9888,138.5277,24.4599,2.667,0.065,2.802,56.032,0.072,0.0007
2577.125,1,3.622,74.6805,140.327,28.7956,2.65,0.068,2.733,55.9553,0.0977,0.001
2577.25,1,3.227,75.9188,111.3651,23.6212,2.614,0.115,2.874,56.0965,0.3059,0.0031
2577.375,1,1.121,79.2323,94.5569,19.7648,2.671,0.154,3.51,56.5758,0.329,0.0033
2577.5,1,1.129,77.6523,94.2331,20.3817,2.682,0.179,3.764,56.2775,0.4109,0.0041
2577.625,1,1.063,77.1806,184.3937,32.8634,2.686,0.1695,3.845,56.619,0.3576,0.0036
2577.75,1,0.997,73.747,273.8311,45.275,2.69,0.16,3.926,56.9604,0.3081,0.0031
2577.875,1,0.951,71.7073,392.7384,63.3183,2.726,0.176,3.932,57.0196,0.2882,0.0029
2578,1,0.974,71.7573,426.6636,65.7269,2.759,0.207,4.108,58.4172,0.3354,0.0034
2578.125,1,0.966,71.9286,282.1444,41.5332,2.73,0.197,3.591,57.5746,0.3653,0.0037
2578.25,1,0.927,75.468,154.6196,23.3501,2.672,0.12,3.52,56.6418,0.202,0.002
2578.375,1,0.8925,76.5113,202.4055,29.8739,2.6935,0.082,3.3545,56.1351,0.0748,0.0007
2578.5,1,0.858,77.027,250.0369,36.3779,2.715,0.044,3.189,55.6283,0.0119,0.0001
2578.625,1,1.291,79.3563,306.9179,44.9392,2.686,0.031,2.951,54.8674,0.0147,0.0001
2578.75,1,1.067,83.559,353.1404,50.8598,2.627,0.045,2.99,52.6648,0.0783,0.0008
2578.875,1,0.916,83.8076,462.6733,63.9415,2.714,0.029,2.968,52.946,0.0044,0
2579,1,0.887,82.0866,497.8536,67.7734,2.688,0.031,3.013,52.8892,0.0139,0.0001
2579.125,1,0.858,79.498,533.0338,71.5967,2.662,0.033,3.058,52.8324,0.0296,0.0003
2579.25,1,0.842,82.4226,550.1878,79.1634,2.636,0.048,3.006,53.1736,0.0741,0.0007
2579.375,1,0.835,81.9826,610.5659,78.9213,2.565,0.05,3.129,53.0702,0.1791,0.0018
2579.5,1,0.811,82.3793,718.3152,81.6944,2.569,0.05,2.904,52.8127,0.1721,0.0017
2579.625,1,0.788,84.424,753.0471,83.9023,2.641,0.046,3.026,52.2647,0.0653,0.0007
2579.75,1,0.792,88.002,908.1623,98.7779,2.6645,0.0415,3.114,52.0438,0.038,0.0004
2579.875,1,0.796,88.912,1063.2777,113.6533,2.688,0.037,3.202,51.8229,0.0186,0.0002
2580,1,0.788,85.0916,1502.89,148.7052,2.661,0.034,3.224,52.1735,0.0314,0.0003
2580.125,1,0.788,81.3753,1959.7933,152.3304,2.63,0.047,3.056,51.8009,0.0788,0.0008
2580.25,1,0.776,82.0316,2223,167.9223,2.634,0.044,3.047,52.669,0.069,0.0007
2580.375,1,0.796,80.2516,2525.2986,189.9411,2.62,0.045,2.885,53.5958,0.0863,0.0009
2580.5,1,0.796,80.147,2436.3911,185.6156,2.6265,0.047,2.9915,53.49,0.0827,0.0008
2580.625,1,0.796,77.449,2347.4834,181.2897,2.633,0.049,3.098,53.3841,0.0793,0.0008
2580.75,1,0.804,77.964,1901.2534,140.4122,2.648,0.058,3.201,53.531,0.0797,0.0008
2580.875,1,0.8,81.902,1854.6042,141.7017,2.57,0.064,3.019,53.2516,0.2139,0.0021
2581,1,0.788,84.766,2588.6382,172.0695,2.625,0.056,3.116,53.771,0.1034,0.001
2581.125,1,0.7805,87.255,2068.1282,155.4791,2.6355,0.0525,3.098,53.6391,0.0832,0.0008
2581.25,1,0.773,84.2459,1547.619,138.8909,2.646,0.049,3.08,53.5072,0.0654,0.0007
2581.375,1,0.78,80.2273,1441.0641,135.5283,2.645,0.04,3.129,51.7117,0.0518,0.0005
2581.5,1,0.773,81.0299,1247.1165,133.0006,2.659,0.047,3.167,53.4111,0.05,0.0005
2581.625,1,0.811,83.7113,2076.9175,171.174,2.65,0.052,3.144,52.1401,0.0666,0.0007
